id,latitude,longitude,time,direction,measurement
5, 52.095654, 5.108934, 2018-03-15T21:00:00, 312.7548, 448
5, 52.095654, 5.108934, 2018-03-15T22:00:00, 145.1671, 207
5, 52.095654, 5.108934, 2018-03-15T22:00:00, 312.7548, 490
5, 52.095654, 5.108934, 2018-03-15T23:00:00, 145.1671, 129
5, 52.095654, 5.108934, 2018-03-15T23:00:00, 312.7548, 371
6, 52.092807, 5.127212, 2018-03-15T00:00:00, 274.2872, 109
6, 52.092807, 5.127212, 2018-03-15T00:00:00, 97.28838, 55
6, 52.092807, 5.127212, 2018-03-15T01:00:00, 274.2872, 63
6, 52.092807, 5.127212, 2018-03-15T01:00:00, 97.28838, 43
6, 52.092807, 5.127212, 2018-03-15T02:00:00, 274.2872, 51
6, 52.092807, 5.127212, 2018-03-15T02:00:00, 97.28838, 4
6, 52.092807, 5.127212, 2018-03-15T03:00:00, 274.2872, 48
6, 52.092807, 5.127212, 2018-03-15T03:00:00, 97.28838, 4
6, 52.092807, 5.127212, 2018-03-15T04:00:00, 274.2872, 35
6, 52.092807, 5.127212, 2018-03-15T04:00:00, 97.28838, 3
6, 52.092807, 5.127212, 2018-03-15T05:00:00, 274.2872, 10
6, 52.092807, 5.127212, 2018-03-15T05:00:00, 97.28838, 5
6, 52.092807, 5.127212, 2018-03-15T06:00:00, 274.2872, 61
6, 52.092807, 5.127212, 2018-03-15T06:00:00, 97.28838, 93
6, 52.092807, 5.127212, 2018-03-15T07:00:00, 274.2872, 451
6, 52.092807, 5.127212, 2018-03-15T07:00:00, 97.28838, 377
6, 52.092807, 5.127212, 2018-03-15T08:00:00, 274.2872, 1185
6, 52.092807, 5.127212, 2018-03-15T08:00:00, 97.28838, 643
6, 52.092807, 5.127212, 2018-03-15T09:00:00, 274.2872, 638
6, 52.092807, 5.127212, 2018-03-15T09:00:00, 97.28838, 376
6, 52.092807, 5.127212, 2018-03-15T10:00:00, 274.2872, 497
6, 52.092807, 5.127212, 2018-03-15T10:00:00, 97.28838, 327
6, 52.092807, 5.127212, 2018-03-15T11:00:00, 274.2872, 402
6, 52.092807, 5.127212, 2018-03-15T11:00:00, 97.28838, 374
6, 52.092807, 5.127212, 2018-03-15T12:00:00, 274.2872, 480
6, 52.092807, 5.127212, 2018-03-15T12:00:00, 97.28838, 437
6, 52.092807, 5.127212, 2018-03-15T13:00:00, 274.2872, 574
6, 52.092807, 5.127212, 2018-03-15T13:00:00, 97.28838, 475
6, 52.092807, 5.127212, 2018-03-15T14:00:00, 274.2872, 522
6, 52.092807, 5.127212, 2018-03-15T14:00:00, 97.28838, 457
6, 52.092807, 5.127212, 2018-03-15T15:00:00, 274.2872, 541
6, 52.092807, 5.127212, 2018-03-15T15:00:00, 97.28838, 533
6, 52.092807, 5.127212, 2018-03-15T16:00:00, 274.2872, 614
6, 52.092807, 5.127212, 2018-03-15T16:00:00, 97.28838, 593
6, 52.092807, 5.127212, 2018-03-15T17:00:00, 274.2872, 886
6, 52.092807, 5.127212, 2018-03-15T17:00:00, 97.28838, 946
6, 52.092807, 5.127212, 2018-03-15T18:00:00, 274.2872, 893
6, 52.092807, 5.127212, 2018-03-15T18:00:00, 97.28838, 707
6, 52.092807, 5.127212, 2018-03-15T19:00:00, 274.2872, 571
6, 52.092807, 5.127212, 2018-03-15T19:00:00, 97.28838, 472
6, 52.092807, 5.127212, 2018-03-15T20:00:00, 274.2872, 407
6, 52.092807, 5.127212, 2018-03-15T20:00:00, 97.28838, 352
6, 52.092807, 5.127212, 2018-03-15T21:00:00, 274.2872, 360
6, 52.092807, 5.127212, 2018-03-15T21:00:00, 97.28838, 291
6, 52.092807, 5.127212, 2018-03-15T22:00:00, 274.2872, 331
6, 52.092807, 5.127212, 2018-03-15T22:00:00, 97.28838, 237
6, 52.092807, 5.127212, 2018-03-15T23:00:00, 274.2872, 289
6, 52.092807, 5.127212, 2018-03-15T23:00:00, 97.28838, 184
7, 52.08631, 5.12921, 2018-03-15T00:00:00, 340.9441, 20
7, 52.08631, 5.12921, 2018-03-15T00:00:00, 160.9441, 33
7, 52.08631, 5.12921, 2018-03-15T01:00:00, 340.9441, 7
7, 52.08631, 5.12921, 2018-03-15T01:00:00, 160.9441, 29
7, 52.08631, 5.12921, 2018-03-15T02:00:00, 340.9441, 5
7, 52.08631, 5.12921, 2018-03-15T02:00:00, 160.9441, 23
7, 52.08631, 5.12921, 2018-03-15T03:00:00, 340.9441, 4
7, 52.08631, 5.12921, 2018-03-15T03:00:00, 160.9441, 13
7, 52.08631, 5.12921, 2018-03-15T04:00:00, 340.9441, 2
7, 52.08631, 5.12921, 2018-03-15T04:00:00, 160.9441, 13
7, 52.08631, 5.12921, 2018-03-15T05:00:00, 340.9441, 0
7, 52.08631, 5.12921, 2018-03-15T05:00:00, 160.9441, 10
7, 52.08631, 5.12921, 2018-03-15T06:00:00, 340.9441, 27
7, 52.08631, 5.12921, 2018-03-15T06:00:00, 160.9441, 23
7, 52.08631, 5.12921, 2018-03-15T07:00:00, 340.9441, 158
7, 52.08631, 5.12921, 2018-03-15T07:00:00, 160.9441, 124
7, 52.08631, 5.12921, 2018-03-15T08:00:00, 340.9441, 437
7, 52.08631, 5.12921, 2018-03-15T08:00:00, 160.9441, 427
7, 52.08631, 5.12921, 2018-03-15T09:00:00, 340.9441, 201
7, 52.08631, 5.12921, 2018-03-15T09:00:00, 160.9441, 206
7, 52.08631, 5.12921, 2018-03-15T10:00:00, 340.9441, 153
7, 52.08631, 5.12921, 2018-03-15T10:00:00, 160.9441, 111
7, 52.08631, 5.12921, 2018-03-15T11:00:00, 340.9441, 135
7, 52.08631, 5.12921, 2018-03-15T11:00:00, 160.9441, 151
7, 52.08631, 5.12921, 2018-03-15T12:00:00, 340.9441, 169
7, 52.08631, 5.12921, 2018-03-15T12:00:00, 160.9441, 139
7, 52.08631, 5.12921, 2018-03-15T13:00:00, 340.9441, 174
7, 52.08631, 5.12921, 2018-03-15T13:00:00, 160.9441, 176
7, 52.08631, 5.12921, 2018-03-15T14:00:00, 340.9441, 203
7, 52.08631, 5.12921, 2018-03-15T14:00:00, 160.9441, 176
7, 52.08631, 5.12921, 2018-03-15T15:00:00, 340.9441, 181
7, 52.08631, 5.12921, 2018-03-15T15:00:00, 160.9441, 176
7, 52.08631, 5.12921, 2018-03-15T16:00:00, 340.9441, 210
7, 52.08631, 5.12921, 2018-03-15T16:00:00, 160.9441, 206
7, 52.08631, 5.12921, 2018-03-15T17:00:00, 340.9441, 343
7, 52.08631, 5.12921, 2018-03-15T17:00:00, 160.9441, 317
7, 52.08631, 5.12921, 2018-03-15T18:00:00, 340.9441, 221
7, 52.08631, 5.12921, 2018-03-15T18:00:00, 160.9441, 264
7, 52.08631, 5.12921, 2018-03-15T19:00:00, 340.9441, 205
7, 52.08631, 5.12921, 2018-03-15T19:00:00, 160.9441, 211
7, 52.08631, 5.12921, 2018-03-15T20:00:00, 340.9441, 170
7, 52.08631, 5.12921, 2018-03-15T20:00:00, 160.9441, 132
7, 52.08631, 5.12921, 2018-03-15T21:00:00, 340.9441, 96
7, 52.08631, 5.12921, 2018-03-15T21:00:00, 160.9441, 119
7, 52.08631, 5.12921, 2018-03-15T22:00:00, 340.9441, 101
7, 52.08631, 5.12921, 2018-03-15T22:00:00, 160.9441, 147
7, 52.08631, 5.12921, 2018-03-15T23:00:00, 340.9441, 54
7, 52.08631, 5.12921, 2018-03-15T23:00:00, 160.9441, 83
8, 52.079065, 5.131936, 2018-03-15T00:00:00, 272.0317, 3
8, 52.079065, 5.131936, 2018-03-15T00:00:00, 93.46281, 32
8, 52.079065, 5.131936, 2018-03-15T01:00:00, 272.0317, 2
8, 52.079065, 5.131936, 2018-03-15T01:00:00, 93.46281, 7
8, 52.079065, 5.131936, 2018-03-15T02:00:00, 272.0317, 0
8, 52.079065, 5.131936, 2018-03-15T02:00:00, 93.46281, 4
8, 52.079065, 5.131936, 2018-03-15T03:00:00, 272.0317, 1
8, 52.079065, 5.131936, 2018-03-15T03:00:00, 93.46281, 4
8, 52.079065, 5.131936, 2018-03-15T04:00:00, 272.0317, 0
8, 52.079065, 5.131936, 2018-03-15T04:00:00, 93.46281, 1
8, 52.079065, 5.131936, 2018-03-15T05:00:00, 272.0317, 1
8, 52.079065, 5.131936, 2018-03-15T05:00:00, 93.46281, 15
8, 52.079065, 5.131936, 2018-03-15T06:00:00, 272.0317, 1
8, 52.079065, 5.131936, 2018-03-15T06:00:00, 93.46281, 47
8, 52.079065, 5.131936, 2018-03-15T07:00:00, 272.0317, 6
8, 52.079065, 5.131936, 2018-03-15T07:00:00, 93.46281, 194
8, 52.079065, 5.131936, 2018-03-15T08:00:00, 272.0317, 9
8, 52.079065, 5.131936, 2018-03-15T08:00:00, 93.46281, 431
8, 52.079065, 5.131936, 2018-03-15T09:00:00, 272.0317, 8
8, 52.079065, 5.131936, 2018-03-15T09:00:00, 93.46281, 218
8, 52.079065, 5.131936, 2018-03-15T10:00:00, 272.0317, 5
8, 52.079065, 5.131936, 2018-03-15T10:00:00, 93.46281, 146
8, 52.079065, 5.131936, 2018-03-15T11:00:00, 272.0317, 25
8, 52.079065, 5.131936, 2018-03-15T11:00:00, 93.46281, 98
8, 52.079065, 5.131936, 2018-03-15T12:00:00, 272.0317, 17
8, 52.079065, 5.131936, 2018-03-15T12:00:00, 93.46281, 119
8, 52.079065, 5.131936, 2018-03-15T13:00:00, 272.0317, 16
8, 52.079065, 5.131936, 2018-03-15T13:00:00, 93.46281, 97
8, 52.079065, 5.131936, 2018-03-15T14:00:00, 272.0317, 18
8, 52.079065, 5.131936, 2018-03-15T14:00:00, 93.46281, 104
8, 52.079065, 5.131936, 2018-03-15T15:00:00, 272.0317, 22
8, 52.079065, 5.131936, 2018-03-15T15:00:00, 93.46281, 130
8, 52.079065, 5.131936, 2018-03-15T16:00:00, 272.0317, 44
8, 52.079065, 5.131936, 2018-03-15T16:00:00, 93.46281, 103
8, 52.079065, 5.131936, 2018-03-15T17:00:00, 272.0317, 64
8, 52.079065, 5.131936, 2018-03-15T17:00:00, 93.46281, 153
8, 52.079065, 5.131936, 2018-03-15T18:00:00, 272.0317, 42
8, 52.079065, 5.131936, 2018-03-15T18:00:00, 93.46281, 155
8, 52.079065, 5.131936, 2018-03-15T19:00:00, 272.0317, 34
8, 52.079065, 5.131936, 2018-03-15T19:00:00, 93.46281, 125
8, 52.079065, 5.131936, 2018-03-15T20:00:00, 272.0317, 16
